run_id,timestamp_utc,candidate_name,is_baseline,mse_demand,rmse_demand,mae_demand,mse_demand_test,rmse_demand_test,mae_demand_test,runtime_sec,n_features,n_train,n_val,n_test,error
e03f22e1,2026-05-04T05:30:20.000679+00:00,gbm__cal_temp__n300_depth3_lr0.05_sub1.0_leaf10,False,24428516.840317685,4942.521303982177,3748.821911803641,46243151.38019335,6800.231715183929,5440.727861523541,0.9730655000021216,18,1557,180,365,
e03f22e1,2026-05-04T05:30:20.000679+00:00,mlp__cal_temp__hls64x32_actrelu_solveradam_alpha0.0001_lrinit0.001_iter500,False,627337326.4594045,25046.702905959588,20341.511921905687,683829490.0905871,26150.133653398163,20650.23179411353,2.1730276250018505,18,1557,180,365,
e03f22e1,2026-05-04T05:30:20.000679+00:00,numpy_ols__cal_temp_apptemp_lag1-7__alpha10.0,False,44255984.61763791,6652.5171640243,5207.407750712483,55595709.45602233,7456.253043990818,5863.757468228348,0.0038862910005263984,23,1550,180,365,
4ccc8d8b,2026-05-04T05:30:28.947834+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.010487082996405661,0,1561,180,365,
4ccc8d8b,2026-05-04T05:30:28.947834+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.007738625005003996,0,1561,180,365,
4ccc8d8b,2026-05-04T05:30:28.947834+00:00,gbm__cal_temp_lag1-7__n300_depth3_lr0.05_sub1.0_leaf10,False,12940623.142789703,3597.3077631458923,2677.827791067312,25477518.057958845,5047.5259343522785,3991.1765167219933,1.404347042000154,20,1550,180,365,
4ccc8d8b,2026-05-04T05:30:28.947834+00:00,rf__cal_temp_apptemp_lag1-7__n100_depthNone_leaf1_featsqrt,False,13939362.029426511,3733.545503864458,2963.3817558333303,28241570.98744,5314.279912409583,4302.366245068491,0.14074175000132527,23,1550,180,365,
4ccc8d8b,2026-05-04T05:30:28.947834+00:00,gbm__cal_temp_apptemp_lag1-7__n300_depth3_lr0.05_sub1.0_leaf10,False,11289212.421436565,3359.9423241235204,2586.1253787292867,21501930.245069165,4637.0173867551075,3701.8223335214866,1.3411015000019688,23,1550,180,365,
4ccc8d8b,2026-05-04T05:30:28.947834+00:00,mlp__cal_temp__hls64_actrelu_solveradam_alpha0.0001_lrinit0.001_iter500,False,13500715102.818956,116192.57765803699,115745.94120442557,12105619520.980879,110025.54031215151,109383.53626809148,1.2050628339929972,18,1557,180,365,
4ccc8d8b,2026-05-04T05:30:28.947834+00:00,gbm__cal_temp_apptemp_lag1-7__n300_depth3_lr0.05_sub1.0_losshuber,False,11234954.773836525,3351.8584059945797,2601.408759083337,22347679.640604354,4727.333248312874,3777.906073932739,1.6490412499988452,23,1550,180,365,
0f61d4fe,2026-05-04T05:30:35.417502+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.011071958011598326,0,1561,180,365,
0f61d4fe,2026-05-04T05:30:35.417502+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.0077080420014681295,0,1561,180,365,
0f61d4fe,2026-05-04T05:30:35.417502+00:00,gbm__cal_temp_apptemp_lag1-7__n300_depth3_lr0.05_sub1.0_losshuber,False,11234954.773836525,3351.8584059945797,2601.408759083337,22347679.640604354,4727.333248312874,3777.906073932739,1.8371075830073096,23,1550,180,365,
0f61d4fe,2026-05-04T05:30:35.417502+00:00,gbm__cal_temp_lag1-7__n300_depth3_lr0.05_sub1.0_featsqrt,False,13154763.327874346,3626.949589927374,2791.2991642078764,24972956.486471683,4997.29491689971,3970.7004055907937,0.2832559590024175,20,1550,180,365,
0f61d4fe,2026-05-04T05:30:35.417502+00:00,rf__cal_temp_lag1-7__n200_depthNone_leaf1_featlog2,False,14356032.02453653,3788.9354737889807,2933.5993983333265,30147301.845040526,5490.655866564624,4446.8851507534355,0.22219212500203867,20,1550,180,365,
0f61d4fe,2026-05-04T05:30:35.417502+00:00,gbm__cal_temp_apptemp__n300_depth3_lr0.05_sub1.0_losshuber,False,19913236.874693986,4462.42499933545,3532.7646989373497,40946012.66634194,6398.907146250986,5156.018059179652,1.3538632499985397,21,1557,180,365,
0f61d4fe,2026-05-04T05:30:35.417502+00:00,rf__cal_temp_apptemp__n200_depthNone_leaf10_featsqrt,False,25605704.783426106,5060.207978277781,3912.5591176134462,47995114.6674716,6927.850652797851,5709.368134523387,0.16716670799360145,21,1557,180,365,
673fd373,2026-05-04T05:30:45.206705+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.010196582996286452,0,1561,180,365,
673fd373,2026-05-04T05:30:45.206705+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.007384541997453198,0,1561,180,365,
673fd373,2026-05-04T05:30:45.206705+00:00,gbm__cal_temp_apptemp_lag1-7__n300_depth3_lr0.05_sub1.0_losshuber,False,11234954.773836525,3351.8584059945797,2601.408759083337,22347679.640604354,4727.333248312874,3777.906073932739,1.802288500010036,23,1550,180,365,
673fd373,2026-05-04T05:30:45.206705+00:00,mlp__cal_temp_apptemp__hls64x32_actrelu_solveradam_alpha0.001_lrinit0.001_iter1000_earlystopTrue_valf0.15,False,44306944.35121631,6656.3461712275985,5155.395132893357,73826823.56967999,8592.253695607456,6571.741678747226,4.065745208004955,21,1557,180,365,
673fd373,2026-05-04T05:30:45.206705+00:00,ridge__cal_temp_apptemp__alpha10.0,False,92817546.3607464,9634.186336206416,7638.004831873206,113146923.62314549,10637.054273770793,8362.793033312162,0.0038161660049809143,21,1557,180,365,
673fd373,2026-05-04T05:30:45.206705+00:00,rf__cal_temp_apptemp_lag1-7_roll7__n200_depthNone_leaf5_featsqrt_bootFalse,False,13108932.237917434,3620.6259455952413,2871.8124935638116,26074279.37109627,5106.298010407958,4074.336576613365,0.27879341700463556,24,1550,180,365,
673fd373,2026-05-04T05:30:45.206705+00:00,gbm__cal_temp_apptemp__n500_depth3_lr0.05_sub0.8_patience10_valf0.15,False,19492463.231291916,4415.026979678823,3508.254525149253,39456224.41949686,6281.41898136853,5057.662086923063,1.302017916998011,21,1557,180,365,
50dd87d9,2026-05-04T05:30:56.827976+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.027430667003500275,0,1561,180,365,
50dd87d9,2026-05-04T05:30:56.827976+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.057975457995780744,0,1561,180,365,
50dd87d9,2026-05-04T05:30:56.827976+00:00,gbm__cal_temp_apptemp_lag1-7__n300_depth3_lr0.05_sub1.0_losshuber,False,11234954.773836525,3351.8584059945797,2601.408759083337,22347679.640604354,4727.333248312874,3777.906073932739,3.3707548750098795,23,1550,180,365,
50dd87d9,2026-05-04T05:30:56.827976+00:00,rf__cal_temp_apptemp_lag1-7_roll7__n100_depthNone_leaf1_featsqrt,False,13278501.91391716,3643.9678804727628,2858.2744547222196,25199493.080971837,5019.9096686067805,4026.484563698626,0.1436279170011403,24,1550,180,365,
50dd87d9,2026-05-04T05:30:56.827976+00:00,mlp__cal_temp_lag1-7__hls32x16_actrelu_solveradam_alpha0.001_lrinit0.001_iter500,False,1377535182.9213955,37115.161092488815,30296.977161413142,1479695802.157049,38466.81429696315,31397.491136748435,0.6769307499926072,20,1550,180,365,
50dd87d9,2026-05-04T05:30:56.827976+00:00,ridge__cal_temp_apptemp_lag1-7_roll7__alpha0.1,False,41122239.36516251,6412.662424076486,5095.233789054096,52890266.04714349,7272.569425391791,5730.1396419602925,0.004779666996910237,24,1550,180,365,
50dd87d9,2026-05-04T05:30:56.827976+00:00,mlp__cal_temp_apptemp__hls64x32_actrelu_solveradam_alpha0.0001_lrinit0.001_iter500,False,964484423.8526167,31056.14953358862,25145.079605707335,969373447.2295263,31134.762681438995,25065.698651974042,3.689727042001323,21,1557,180,365,
b059464d,2026-05-04T06:35:50.213580+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.01126470799499657,0,1561,180,365,
b059464d,2026-05-04T06:35:50.213580+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.007287540996912867,0,1561,180,365,
b059464d,2026-05-04T06:35:50.213580+00:00,gbm__cal_temp_apptemp_lag1-7__n300_depth3_lr0.05_sub1.0_losshuber,False,11234954.773836525,3351.8584059945797,2601.408759083337,22347679.640604354,4727.333248312874,3777.906073932739,1.8572288750001462,23,1550,180,365,
b059464d,2026-05-04T06:35:50.213580+00:00,gbm__cal_temp_apptemp__n300_depth3_lr0.05_sub1.0_leaf10,False,20197149.960284293,4494.123936907425,3564.5503429950163,40058656.62791762,6329.190835163498,5094.195464354183,1.1070132500026375,21,1557,180,365,
b059464d,2026-05-04T06:35:50.213580+00:00,gbm__cal_temp_apptemp_lag1-7_roll7__n300_depth3_lr0.05_sub1.0_losshuber,False,10623298.762093807,3259.3402341722176,2530.672146293342,19654496.29818846,4433.339181496094,3517.1423029085213,1.6766322910116287,24,1550,180,365,
b059464d,2026-05-04T06:35:50.213580+00:00,mlp__cal_temp_apptemp_lag1-7_roll7__hls128x64_actrelu_solveradam_alpha0.001_lrinit0.01_iter500,False,8879955.29711122,2979.9253844872055,2320.079796091271,18937353.75409846,4351.706993134816,3468.1180754548304,5.285586958008935,24,1550,180,365,
b059464d,2026-05-04T06:35:50.213580+00:00,gbm__cal_temp_apptemp__n300_depth5_lr0.05_sub1.0,False,20235582.388495333,4498.397757923963,3543.1635734916485,41244355.42663263,6422.176844858184,5179.913354115543,1.9911287919967435,21,1557,180,365,
b5aedba7,2026-05-04T06:36:01.247096+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.010346250011934899,0,1561,180,365,
b5aedba7,2026-05-04T06:36:01.247096+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.007444125003530644,0,1561,180,365,
b5aedba7,2026-05-04T06:36:01.247096+00:00,mlp__cal_temp_apptemp_lag1-7_roll7__hls128x64_actrelu_solveradam_alpha0.001_lrinit0.01_iter500,False,8879955.29711122,2979.9253844872055,2320.079796091271,18937353.75409846,4351.706993134816,3468.1180754548304,4.985106417007046,24,1550,180,365,
b5aedba7,2026-05-04T06:36:01.247096+00:00,gbm__cal_temp_apptemp_lag1-7__n300_depth3_lr0.05_sub1.0,False,11375319.691453652,3372.731784689327,2611.479726150445,21444958.271394957,4630.8701419274275,3719.5940702141506,1.626273667003261,23,1550,180,365,
b5aedba7,2026-05-04T06:36:01.247096+00:00,ridge__full__alpha100.0,False,41686240.11324857,6456.488218315632,4973.69063819426,47782490.22850891,6912.487991201787,5520.756652331898,0.01466329199320171,25,1550,180,365,
b5aedba7,2026-05-04T06:36:01.247096+00:00,mlp__cal_temp_apptemp_lag1-7__hls64_actrelu_solveradam_alpha0.0001_lrinit0.001_iter500,False,12833061071.104218,113283.10143664066,112929.56645724193,11595211379.31608,107681.06323451715,107104.28584903384,1.4381538750021718,23,1550,180,365,
b5aedba7,2026-05-04T06:36:01.247096+00:00,rf__cal_temp_apptemp_lag1-7__n200_depthNone_leaf5_featsqrt,False,15746433.216508025,3968.1775686715464,3127.264193138797,30057222.354288388,5482.446748878496,4426.397473345785,0.2174325000087265,23,1550,180,365,
15269dfe,2026-05-04T06:36:21.276465+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.010344458001782186,0,1561,180,365,
15269dfe,2026-05-04T06:36:21.276465+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.007474540994735435,0,1561,180,365,
15269dfe,2026-05-04T06:36:21.276465+00:00,mlp__cal_temp_apptemp_lag1-7_roll7__hls128x64_actrelu_solveradam_alpha0.001_lrinit0.01_iter500,False,8879955.29711122,2979.9253844872055,2320.079796091271,18937353.75409846,4351.706993134816,3468.1180754548304,3.9085594579955796,24,1550,180,365,
15269dfe,2026-05-04T06:36:21.276465+00:00,gbm__full__n300_depth3_lr0.05_sub1.0_leaf5,False,9098276.732459098,3016.334983462397,2262.560218903512,23148119.40142791,4811.249255799154,3870.4928572524277,1.8089012090058532,25,1550,180,365,
15269dfe,2026-05-04T06:36:21.276465+00:00,mlp__full__hls128x64x32_actrelu_solveradam_alpha0.0001_lrinit0.001_iter500,False,17427612.556216393,4174.639212700469,3175.944533802411,33782899.997719996,5812.305910541873,4600.61376916543,4.960890375004965,25,1550,180,365,
15269dfe,2026-05-04T06:36:21.276465+00:00,ridge__cal_temp_lag1-7_roll7__alpha10.0,False,41715136.54835568,6458.725613335473,5098.394293070238,53949344.048642404,7345.021718731838,5871.641679592479,0.01103629199496936,21,1550,180,365,
15269dfe,2026-05-04T06:36:21.276465+00:00,rf__cal_temp_apptemp_lag1-7__n200_depthNone_leaf5_featsqrt_bootFalse,False,14275933.901063945,3778.350685294305,2978.631034655838,28514731.16503367,5339.918647791712,4311.081281818072,0.2783017500041751,23,1550,180,365,
777ce294,2026-05-04T06:36:33.434167+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.010559959002421238,0,1561,180,365,
777ce294,2026-05-04T06:36:33.434167+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.007548416004283354,0,1561,180,365,
777ce294,2026-05-04T06:36:33.434167+00:00,mlp__cal_temp_apptemp_lag1-7_roll7__hls128x64_actrelu_solveradam_alpha0.001_lrinit0.01_iter500,False,8879955.29711122,2979.9253844872055,2320.079796091271,18937353.75409846,4351.706993134816,3468.1180754548304,4.389667916999315,24,1550,180,365,
777ce294,2026-05-04T06:36:33.434167+00:00,mlp__full__hls64x32_actrelu_solveradam_alpha0.001_lrinit0.001_iter500,False,765706421.9123511,27671.400794183715,21999.437254643984,697820304.1195369,26416.288613647772,21549.73068974582,2.8758340000058524,25,1550,180,365,
777ce294,2026-05-04T06:36:33.434167+00:00,rf__cal_temp_apptemp_lag1-7__n200_depthNone_leaf1_feat1.0,False,12495152.13693551,3534.84824807735,2776.291377638895,29344721.755893175,5417.076864499264,4284.611292534246,1.0114277500106255,23,1550,180,365,
777ce294,2026-05-04T06:36:33.434167+00:00,gbm__full__n500_depth3_lr0.05_sub0.8_patience10_valf0.15,False,9692545.351299893,3113.2852987318547,2379.4528804755037,23049720.54949124,4801.012450462011,3911.363256738459,1.5425143750035204,25,1550,180,365,
777ce294,2026-05-04T06:36:33.434167+00:00,ridge__full__alpha0.01,False,40041905.86358813,6327.867402497316,5015.064270492546,48322371.687231645,6951.429470780211,5534.601725274136,0.004256250002072193,25,1550,180,365,
e08a30f7,2026-05-04T06:40:22.674838+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.011808208000729792,0,1561,180,365,
e08a30f7,2026-05-04T06:40:22.674838+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.008545374992536381,0,1561,180,365,
e08a30f7,2026-05-04T06:40:22.674838+00:00,mlp__cal_temp_apptemp_lag1-7_roll7__hls128x64_actrelu_solveradam_alpha0.001_lrinit0.01_iter500,False,8879955.29711122,2979.9253844872055,2320.079796091271,18937353.75409846,4351.706993134816,3468.1180754548304,4.971539917009068,24,1550,180,365,
e08a30f7,2026-05-04T06:40:22.674838+00:00,mlp__full__hls64x32_actrelu_solveradam_alpha0.0001_lrinit0.001_iter500,False,765696881.0588001,27671.228398081646,21999.359000782526,697818707.247271,26416.258388486265,21549.64477314434,2.298759291996248,25,1550,180,365,
e08a30f7,2026-05-04T06:40:22.674838+00:00,gbm__cal_temp_lag1-7_roll7__n300_depth3_lr0.05_sub1.0_featsqrt,False,11659684.321355373,3414.6279916493645,2599.54107207594,23866130.388131242,4885.297369468029,3871.942621429728,0.5378895830071997,21,1550,180,365,
e08a30f7,2026-05-04T06:40:22.674838+00:00,ridge__cal_temp_apptemp_lag1-7__alpha1.0,False,44189561.9698192,6647.522995057573,5211.128142121285,55357850.99642789,7440.28567975907,5856.8913282807225,0.005756416998337954,23,1550,180,365,
e08a30f7,2026-05-04T06:40:22.674838+00:00,rf__full__n200_depth10_leaf1_featsqrt,False,12638646.015066776,3555.0873428182854,2783.4358576011296,26677858.380687673,5165.0613143202545,4124.712572298744,0.2335969170089811,25,1550,180,365,
030e4ec5,2026-05-04T06:40:40.413963+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.01865929200721439,0,1561,180,365,
030e4ec5,2026-05-04T06:40:40.413963+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.008379000006243587,0,1561,180,365,
030e4ec5,2026-05-04T06:40:40.413963+00:00,mlp__cal_temp_apptemp_lag1-7_roll7__hls128x64_actrelu_solveradam_alpha0.001_lrinit0.01_iter500,False,8879955.29711122,2979.9253844872055,2320.079796091271,18937353.75409846,4351.706993134816,3468.1180754548304,7.462136666988954,24,1550,180,365,
030e4ec5,2026-05-04T06:40:40.413963+00:00,mlp__full__hls64x32_acttanh_solveradam_alpha0.0001_lrinit0.001_iter500,False,14974332716.89059,122369.65602995944,121779.28688461374,13489145867.77051,116142.7822456932,115369.25520843231,4.330458084004931,25,1550,180,365,
030e4ec5,2026-05-04T06:40:40.413963+00:00,mlp__cal_temp_apptemp_lag1-7__hls64x32_actrelu_solveradam_alpha0.01_lrinit0.001_iter500,False,973520305.627928,31201.28692262433,25095.228375808958,994564597.9782282,31536.718249973765,25356.250470471485,3.059440707991598,23,1550,180,365,
030e4ec5,2026-05-04T06:40:40.413963+00:00,rf__cal_temp_lag1-7_roll7__n200_depthNone_leaf5_split10_featsqrt,False,15362699.634883774,3919.5279862355587,3052.1071966639274,29899769.908957057,5468.068206319034,4344.848928178459,0.5160380000015721,21,1550,180,365,
030e4ec5,2026-05-04T06:40:40.413963+00:00,ridge__cal_temp_lag1-7_roll7__alpha0.1,False,41778705.283570066,6463.644891512069,5112.396616625119,54211504.90111612,7362.846249998442,5861.182461164109,0.005991167010506615,21,1550,180,365,
e52b537c,2026-05-04T06:53:50.836667+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.010553875006735325,0,1561,180,365,
e52b537c,2026-05-04T06:53:50.836667+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.007421374990371987,0,1561,180,365,
e52b537c,2026-05-04T06:53:50.836667+00:00,mlp__cal_temp_apptemp_lag1-7_roll7__hls128x64_actrelu_solveradam_alpha0.001_lrinit0.01_iter500,False,8879955.29711122,2979.9253844872055,2320.079796091271,18937353.75409846,4351.706993134816,3468.1180754548304,3.934739125004853,24,1550,180,365,
e52b537c,2026-05-04T06:53:50.836667+00:00,gbm__cal_temp_lag1-7_roll7__n300_depth3_lr0.05_sub1.0_losshuber,False,11807564.053878149,3436.21362168858,2563.243919234777,24283729.72841481,4927.852445885003,3888.3313633523785,1.9566110409941757,21,1550,180,365,
e52b537c,2026-05-04T06:53:50.836667+00:00,gbm__cal_temp_lag1-7_roll7__n300_depth5_lr0.05_sub1.0,False,11027505.093745252,3320.768750416875,2511.564709044716,22504541.163839858,4743.895146800765,3737.3756895249453,2.1164389999903506,21,1550,180,365,
e52b537c,2026-05-04T06:53:50.836667+00:00,numpy_ols__full__alpha0.0,False,40051427.76577628,6328.6197362281355,5015.745511979241,48317414.707715385,6951.072917738339,5534.229307735374,0.005551291003939696,25,1550,180,365,
e52b537c,2026-05-04T06:53:50.836667+00:00,gbm__cal_temp_apptemp_lag1-7__n500_depth3_lr0.05_sub0.8_patience10_valf0.15,False,12310940.464658642,3508.6949802823615,2705.7752386445813,22406501.54092035,4733.55062726917,3761.230790935794,0.903904999999213,23,1550,180,365,
b32fb722,2026-05-04T06:54:02.406198+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.01030154200270772,0,1561,180,365,
b32fb722,2026-05-04T06:54:02.406198+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.007606458995724097,0,1561,180,365,
b32fb722,2026-05-04T06:54:02.406198+00:00,mlp__cal_temp_apptemp_lag1-7_roll7__hls128x64_actrelu_solveradam_alpha0.001_lrinit0.01_iter500,False,8879955.29711122,2979.9253844872055,2320.079796091271,18937353.75409846,4351.706993134816,3468.1180754548304,4.884659500006819,24,1550,180,365,
b32fb722,2026-05-04T06:54:02.406198+00:00,gbm__full__n300_depth3_lr0.05_sub1.0_leaf10,False,9678954.12206831,3111.101753731033,2330.4987897680603,22827145.29563568,4777.776187269103,3850.1957485327853,1.8737361249950482,25,1550,180,365,
b32fb722,2026-05-04T06:54:02.406198+00:00,ridge__cal_temp_apptemp_lag1-7__alpha100.0,False,45556101.41620734,6749.526014188503,5214.345607568068,53865553.96622032,7339.31563336939,5780.500640963053,0.005559625002206303,23,1550,180,365,
b32fb722,2026-05-04T06:54:02.406198+00:00,mlp__cal_temp_lag1-7_roll7__hls64x32_actrelu_solveradam_alpha0.01_lrinit0.001_iter500,False,356858957.9594914,18890.710890792103,15418.534921389337,461791474.2920445,21489.333965761816,17285.55004553158,2.151121625007363,21,1550,180,365,
b32fb722,2026-05-04T06:54:02.406198+00:00,rf__cal_temp_apptemp_lag1-7__n200_depthNone_leaf5_split10_featsqrt,False,15746433.21650801,3968.1775686715446,3127.2641931387943,30057222.354288373,5482.446748878494,4426.3974733457835,0.19652229201165028,23,1550,180,365,
d00a67f9,2026-05-04T06:54:20.346555+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.010991333008860238,0,1561,180,365,
d00a67f9,2026-05-04T06:54:20.346555+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.007961874987813644,0,1561,180,365,
d00a67f9,2026-05-04T06:54:20.346555+00:00,mlp__cal_temp_apptemp_lag1-7_roll7__hls128x64_actrelu_solveradam_alpha0.001_lrinit0.01_iter500,False,8879955.29711122,2979.9253844872055,2320.079796091271,18937353.75409846,4351.706993134816,3468.1180754548304,4.522326583988615,24,1550,180,365,
d00a67f9,2026-05-04T06:54:20.346555+00:00,mlp__cal_temp_apptemp_lag1-7__hls128x64_actrelu_solveradam_alpha0.001_lrinit0.01_iter500,False,9487838.06434208,3080.233443156879,2396.3050821629163,19863511.916952435,4456.849999377636,3542.4101773979705,3.589630542002851,23,1550,180,365,
d00a67f9,2026-05-04T06:54:20.346555+00:00,rf__full__n200_depthNone_leaf10_featsqrt,False,15449248.41120801,3930.553194043812,3047.9715838745296,30708986.726069704,5541.568976929702,4371.704929652367,0.45426504100032616,25,1550,180,365,
d00a67f9,2026-05-04T06:54:20.346555+00:00,gbm__full__n300_depth5_lr0.05_sub1.0,False,9839318.71077574,3136.7688328558324,2397.307106053295,23579264.151997175,4855.848448211412,3879.0765380103066,2.5683731669996632,25,1550,180,365,
d00a67f9,2026-05-04T06:54:20.346555+00:00,gbm__cal_temp_lag1-7_roll7__n300_depth3_lr0.05_sub0.8,False,11704330.349991377,3421.1592114357054,2562.5857742820926,22915322.391058933,4786.995131714563,3768.7808419891326,1.0744173749990296,21,1550,180,365,
76ee1e9b,2026-05-04T06:54:33.860527+00:00,seasonal_naive_7,True,141138183.6274827,11880.159242513659,9762.271280820696,207834241.32481366,14416.45730839632,12113.128072003377,0.010286500008078292,0,1561,180,365,
76ee1e9b,2026-05-04T06:54:33.860527+00:00,seasonal_naive_364,True,60410778.91466296,7772.437128382768,6270.753833333328,224849543.5511672,14994.983946345765,11030.623232639775,0.007406000004266389,0,1561,180,365,
76ee1e9b,2026-05-04T06:54:33.860527+00:00,mlp__cal_temp_apptemp_lag1-7_roll7__hls128x64_actrelu_solveradam_alpha0.001_lrinit0.01_iter500,False,8879955.29711122,2979.9253844872055,2320.079796091271,18937353.75409846,4351.706993134816,3468.1180754548304,4.847303707996616,24,1550,180,365,
